granule_id,us_url,time_start,time_end,product,location,split,granuleSize
TEMPO_NO2_L2_V01_20231230T210413Z_S008G09.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T210413Z_S008G09.nc,2023-12-30T21:04:13Z,2023-12-30T21:10:50Z,tempo,la,train,94607640
TEMPO_NO2_L2_V01_20231230T205736Z_S008G08.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T205736Z_S008G08.nc,2023-12-30T20:57:36Z,2023-12-30T21:04:13Z,tempo,la,train,94970598
TEMPO_NO2_L2_V01_20231230T205059Z_S008G07.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T205059Z_S008G07.nc,2023-12-30T20:50:59Z,2023-12-30T20:57:36Z,tempo,la,train,95902013
TEMPO_NO2_L2_V01_20231230T204421Z_S008G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T204421Z_S008G06.nc,2023-12-30T20:44:21Z,2023-12-30T20:50:58Z,tempo,la,train,94252813
TEMPO_NO2_L2_V01_20231230T203744Z_S008G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T203744Z_S008G05.nc,2023-12-30T20:37:44Z,2023-12-30T20:44:21Z,tempo,la,train,91890673
TEMPO_NO2_L2_V01_20231230T203107Z_S008G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T203107Z_S008G04.nc,2023-12-30T20:31:07Z,2023-12-30T20:37:44Z,tempo,la,train,90846611
TEMPO_NO2_L2_V01_20231230T202429Z_S008G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T202429Z_S008G03.nc,2023-12-30T20:24:29Z,2023-12-30T20:31:06Z,tempo,la,train,87247201
TEMPO_NO2_L2_V01_20231230T201749Z_S008G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T201749Z_S008G02.nc,2023-12-30T20:17:49Z,2023-12-30T20:24:29Z,tempo,la,train,84887449
TEMPO_NO2_L2_V01_20231230T201109Z_S008G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T201109Z_S008G01.nc,2023-12-30T20:11:09Z,2023-12-30T20:17:49Z,tempo,la,train,81333808
TEMPO_NO2_L2_V01_20231230T200413Z_S007G09.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T200413Z_S007G09.nc,2023-12-30T20:04:13Z,2023-12-30T20:10:50Z,tempo,la,train,93998200
TEMPO_NO2_L2_V01_20231230T195736Z_S007G08.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T195736Z_S007G08.nc,2023-12-30T19:57:36Z,2023-12-30T20:04:13Z,tempo,la,train,94171715
TEMPO_NO2_L2_V01_20231230T195059Z_S007G07.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T195059Z_S007G07.nc,2023-12-30T19:50:59Z,2023-12-30T19:57:36Z,tempo,la,train,95759963
TEMPO_NO2_L2_V01_20231230T194421Z_S007G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T194421Z_S007G06.nc,2023-12-30T19:44:21Z,2023-12-30T19:50:58Z,tempo,la,train,93790568
TEMPO_NO2_L2_V01_20231230T193744Z_S007G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T193744Z_S007G05.nc,2023-12-30T19:37:44Z,2023-12-30T19:44:21Z,tempo,la,train,91662770
TEMPO_NO2_L2_V01_20231230T193107Z_S007G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T193107Z_S007G04.nc,2023-12-30T19:31:07Z,2023-12-30T19:37:44Z,tempo,la,train,90913253
TEMPO_NO2_L2_V01_20231230T192429Z_S007G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T192429Z_S007G03.nc,2023-12-30T19:24:29Z,2023-12-30T19:31:06Z,tempo,la,train,89591311
TEMPO_NO2_L2_V01_20231230T191749Z_S007G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T191749Z_S007G02.nc,2023-12-30T19:17:49Z,2023-12-30T19:24:29Z,tempo,la,train,89765925
TEMPO_NO2_L2_V01_20231230T191109Z_S007G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T191109Z_S007G01.nc,2023-12-30T19:11:09Z,2023-12-30T19:17:49Z,tempo,la,train,87432590
TEMPO_NO2_L2_V01_20231230T190423Z_S006G08.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T190423Z_S006G08.nc,2023-12-30T19:04:23Z,2023-12-30T19:10:48Z,tempo,la,train,90397283
TEMPO_NO2_L2_V01_20231230T185758Z_S006G07.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T185758Z_S006G07.nc,2023-12-30T18:57:58Z,2023-12-30T19:04:23Z,tempo,la,train,90976911
TEMPO_NO2_L2_V01_20231230T185133Z_S006G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T185133Z_S006G06.nc,2023-12-30T18:51:33Z,2023-12-30T18:57:58Z,tempo,la,train,92471445
TEMPO_NO2_L2_V01_20231230T184508Z_S006G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T184508Z_S006G05.nc,2023-12-30T18:45:08Z,2023-12-30T18:51:32Z,tempo,la,train,90788128
TEMPO_NO2_L2_V01_20231230T183842Z_S006G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T183842Z_S006G04.nc,2023-12-30T18:38:42Z,2023-12-30T18:45:07Z,tempo,la,train,88263934
TEMPO_NO2_L2_V01_20231230T183214Z_S006G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T183214Z_S006G03.nc,2023-12-30T18:32:14Z,2023-12-30T18:38:42Z,tempo,la,train,88556522
TEMPO_NO2_L2_V01_20231230T182546Z_S006G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T182546Z_S006G02.nc,2023-12-30T18:25:46Z,2023-12-30T18:32:14Z,tempo,la,train,87924817
TEMPO_NO2_L2_V01_20231230T181918Z_S006G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T181918Z_S006G01.nc,2023-12-30T18:19:18Z,2023-12-30T18:25:45Z,tempo,la,train,88135156
TEMPO_NO2_L2_V01_20231230T161521Z_S005G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T161521Z_S005G02.nc,2023-12-30T16:15:21Z,2023-12-30T16:19:30Z,tempo,la,train,58498777
TEMPO_NO2_L2_V01_20231230T161110Z_S005G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T161110Z_S005G01.nc,2023-12-30T16:11:10Z,2023-12-30T16:15:21Z,tempo,la,train,58858894
TEMPO_NO2_L2_V01_20231230T160413Z_S004G09.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T160413Z_S004G09.nc,2023-12-30T16:04:13Z,2023-12-30T16:10:50Z,tempo,la,train,79126675
TEMPO_NO2_L2_V01_20231230T155736Z_S004G08.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T155736Z_S004G08.nc,2023-12-30T15:57:36Z,2023-12-30T16:04:13Z,tempo,la,train,86356370
TEMPO_NO2_L2_V01_20231230T155059Z_S004G07.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T155059Z_S004G07.nc,2023-12-30T15:50:59Z,2023-12-30T15:57:36Z,tempo,la,train,91478372
TEMPO_NO2_L2_V01_20231230T154421Z_S004G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T154421Z_S004G06.nc,2023-12-30T15:44:21Z,2023-12-30T15:50:58Z,tempo,la,train,92585700
TEMPO_NO2_L2_V01_20231230T153744Z_S004G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T153744Z_S004G05.nc,2023-12-30T15:37:44Z,2023-12-30T15:44:21Z,tempo,la,train,91666274
TEMPO_NO2_L2_V01_20231230T153107Z_S004G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T153107Z_S004G04.nc,2023-12-30T15:31:07Z,2023-12-30T15:37:44Z,tempo,la,train,91504374
TEMPO_NO2_L2_V01_20231230T152429Z_S004G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T152429Z_S004G03.nc,2023-12-30T15:24:29Z,2023-12-30T15:31:06Z,tempo,la,train,91637418
TEMPO_NO2_L2_V01_20231230T151749Z_S004G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T151749Z_S004G02.nc,2023-12-30T15:17:49Z,2023-12-30T15:24:29Z,tempo,la,train,93734658
TEMPO_NO2_L2_V01_20231230T151109Z_S004G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T151109Z_S004G01.nc,2023-12-30T15:11:09Z,2023-12-30T15:17:49Z,tempo,la,train,95635200
TEMPO_NO2_L2_V01_20231230T150413Z_S003G09.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T150413Z_S003G09.nc,2023-12-30T15:04:13Z,2023-12-30T15:10:50Z,tempo,la,train,61332258
TEMPO_NO2_L2_V01_20231230T145736Z_S003G08.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T145736Z_S003G08.nc,2023-12-30T14:57:36Z,2023-12-30T15:04:13Z,tempo,la,train,73592610
TEMPO_NO2_L2_V01_20231230T145059Z_S003G07.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T145059Z_S003G07.nc,2023-12-30T14:50:59Z,2023-12-30T14:57:36Z,tempo,la,train,82151995
TEMPO_NO2_L2_V01_20231230T144421Z_S003G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T144421Z_S003G06.nc,2023-12-30T14:44:21Z,2023-12-30T14:50:58Z,tempo,la,train,86750360
TEMPO_NO2_L2_V01_20231230T143744Z_S003G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T143744Z_S003G05.nc,2023-12-30T14:37:44Z,2023-12-30T14:44:21Z,tempo,la,train,90166100
TEMPO_NO2_L2_V01_20231230T143107Z_S003G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T143107Z_S003G04.nc,2023-12-30T14:31:07Z,2023-12-30T14:37:44Z,tempo,la,train,93080661
TEMPO_NO2_L2_V01_20231230T142429Z_S003G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T142429Z_S003G03.nc,2023-12-30T14:24:29Z,2023-12-30T14:31:06Z,tempo,la,train,92589443
TEMPO_NO2_L2_V01_20231230T141749Z_S003G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T141749Z_S003G02.nc,2023-12-30T14:17:49Z,2023-12-30T14:24:29Z,tempo,la,train,94145965
TEMPO_NO2_L2_V01_20231230T141109Z_S003G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T141109Z_S003G01.nc,2023-12-30T14:11:09Z,2023-12-30T14:17:49Z,tempo,la,train,96012694
TEMPO_NO2_L2_V01_20231230T140413Z_S002G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T140413Z_S002G06.nc,2023-12-30T14:04:13Z,2023-12-30T14:10:50Z,tempo,la,train,77365294
TEMPO_NO2_L2_V01_20231230T135736Z_S002G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T135736Z_S002G05.nc,2023-12-30T13:57:36Z,2023-12-30T14:04:13Z,tempo,la,train,84357236
TEMPO_NO2_L2_V01_20231230T135059Z_S002G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T135059Z_S002G04.nc,2023-12-30T13:50:59Z,2023-12-30T13:57:36Z,tempo,la,train,89143616
TEMPO_NO2_L2_V01_20231230T134421Z_S002G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T134421Z_S002G03.nc,2023-12-30T13:44:21Z,2023-12-30T13:50:58Z,tempo,la,train,91603103
TEMPO_NO2_L2_V01_20231230T133744Z_S002G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T133744Z_S002G02.nc,2023-12-30T13:37:44Z,2023-12-30T13:44:21Z,tempo,la,train,93642683
TEMPO_NO2_L2_V01_20231230T133104Z_S002G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T133104Z_S002G01.nc,2023-12-30T13:31:04Z,2023-12-30T13:37:44Z,tempo,la,train,95831562
TEMPO_NO2_L2_V01_20231230T132408Z_S001G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T132408Z_S001G06.nc,2023-12-30T13:24:08Z,2023-12-30T13:30:45Z,tempo,la,train,57095021
TEMPO_NO2_L2_V01_20231230T131731Z_S001G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T131731Z_S001G05.nc,2023-12-30T13:17:31Z,2023-12-30T13:24:08Z,tempo,la,train,63505082
TEMPO_NO2_L2_V01_20231230T131054Z_S001G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T131054Z_S001G04.nc,2023-12-30T13:10:54Z,2023-12-30T13:17:31Z,tempo,la,train,78347544
TEMPO_NO2_L2_V01_20231230T130416Z_S001G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T130416Z_S001G03.nc,2023-12-30T13:04:16Z,2023-12-30T13:10:53Z,tempo,la,train,86482080
TEMPO_NO2_L2_V01_20231230T125739Z_S001G02.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T125739Z_S001G02.nc,2023-12-30T12:57:39Z,2023-12-30T13:04:16Z,tempo,la,train,92570702
TEMPO_NO2_L2_V01_20231230T125059Z_S001G01.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.30/TEMPO_NO2_L2_V01_20231230T125059Z_S001G01.nc,2023-12-30T12:50:59Z,2023-12-30T12:57:39Z,tempo,la,train,95434251
TEMPO_NO2_L2_V01_20231229T232354Z_S012G06.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.29/TEMPO_NO2_L2_V01_20231229T232354Z_S012G06.nc,2023-12-29T23:23:54Z,2023-12-29T23:30:31Z,tempo,la,train,92609917
TEMPO_NO2_L2_V01_20231229T231717Z_S012G05.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.29/TEMPO_NO2_L2_V01_20231229T231717Z_S012G05.nc,2023-12-29T23:17:17Z,2023-12-29T23:23:54Z,tempo,la,train,91233888
TEMPO_NO2_L2_V01_20231229T231040Z_S012G04.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.29/TEMPO_NO2_L2_V01_20231229T231040Z_S012G04.nc,2023-12-29T23:10:40Z,2023-12-29T23:17:17Z,tempo,la,train,69332805
TEMPO_NO2_L2_V01_20231229T230402Z_S012G03.nc,https://data.asdc.earthdata.nasa.gov/asdc-prod-protected/TEMPO/TEMPO_NO2_L2_V01/2023.12.29/TEMPO_NO2_L2_V01_20231229T230402Z_S012G03.nc,2023-12-29T23:04:02Z,2023-12-29T23:10:39Z,tempo,la,train,53516377
